#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
-----------------------------------------------
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources
-----------------------------------------------
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2022-12-05;Uruguay;995402;7541;0;0.76;0.00;99.24
2022-12-05;Taïwan;8379467;14500;0;0.17;0.00;99.83
2022-12-05;Sao Tomé-et-Principe;6278;77;0;1.23;0.00;98.77
2022-12-05;Sierra Leone;7759;126;0;1.62;0.00;98.38
2022-12-05;Suède;2632091;21127;0;0.80;0.00;99.20
2022-12-05;Russie;21316663;384379;0;1.80;0.00;98.20
2022-12-05;Palaos;5896;7;0;0.12;0.00;99.88
2022-12-05;Pologne;6354511;118340;0;1.86;0.00;98.14
2022-12-05;Panama;1009252;8533;0;0.85;0.00;99.15
2022-12-05;Norvège;1469778;4439;0;0.30;0.00;99.70
2022-12-05;Nouvelle-Calédonie;76187;314;0;0.41;0.00;99.59
2022-12-05;Maldives;185632;311;0;0.17;0.00;99.83
2022-12-05;Îles Marshall;15541;17;0;0.11;0.00;99.89
2022-12-05;Maroc;1269391;16285;0;1.28;0.00;98.72
2022-12-05;Libéria;8022;294;0;3.66;0.00;96.34
2022-12-05;Kazakhstan;1487167;19054;0;1.28;0.00;98.72
2022-12-05;Comores;8968;161;0;1.80;0.00;98.20
2022-12-05;Jordanie;1746997;14122;0;0.81;0.00;99.19
2022-12-05;Iraq;2464375;25366;0;1.03;0.00;98.97
2022-12-05;Indonésie;6682437;160026;0;2.39;0.00;97.61
2022-12-05;Hong-Kong;2167484;10826;0;0.50;0.00;99.50
2022-12-05;Grèce;5404690;34309;0;0.63;0.00;99.37
2022-12-05;Gibraltar;20207;110;0;0.54;0.00;99.46
2022-12-05;Royaume-Uni;24231810;212927;0;0.88;0.00;99.12
2022-12-05;Fidji;68451;878;0;1.28;0.00;98.72
2022-12-05;Égypte;515645;24799;0;4.81;0.00;95.19
2022-12-05;Danemark;3370697;7576;0;0.22;0.00;99.78
2022-12-05;Chine;1763679;5235;0;0.30;0.00;99.70
2022-12-05;Congo (Brazzaville);25375;386;0;1.52;0.00;98.48
2022-12-05;Bélarus;994037;7118;0;0.72;0.00;99.28
2022-12-05;Bolivie;1112501;22250;0;2.00;0.00;98.00
2022-12-05;Bahreïn;696851;1536;0;0.22;0.00;99.78
2022-12-05;Bosnie-Herzégovine;400601;16205;0;4.05;0.00;95.95
2022-12-05;Albanie;333413;3594;0;1.08;0.00;98.92
2022-12-04;Albanie;333408;3594;0;1.08;0.00;98.92
2022-12-04;Bosnie-Herzégovine;400572;16203;0;4.04;0.00;95.96
2022-12-04;Bahreïn;696723;1536;0;0.22;0.00;99.78
2022-12-04;Bolivie;1112501;22250;0;2.00;0.00;98.00
2022-12-04;Bélarus;994037;7118;0;0.72;0.00;99.28
2022-12-04;Congo (Brazzaville);25375;386;0;1.52;0.00;98.48
2022-12-04;Chine;1733432;5235;0;0.30;0.00;99.70
2022-12-04;Danemark;3367909;7562;0;0.22;0.00;99.78
2022-12-04;Égypte;515645;24798;0;4.81;0.00;95.19
2022-12-04;Fidji;68451;878;0;1.28;0.00;98.72
2022-12-04;Royaume-Uni;24231454;212927;0;0.88;0.00;99.12
2022-12-04;Gibraltar;20207;110;0;0.54;0.00;99.46
2022-12-04;Grèce;5404690;34309;0;0.63;0.00;99.37
2022-12-04;Hong-Kong;2157976;10806;0;0.50;0.00;99.50
2022-12-04;Indonésie;6680203;159978;0;2.39;0.00;97.61
2022-12-04;Iraq;2463724;25364;0;1.03;0.00;98.97
2022-12-04;Jordanie;1746997;14122;0;0.81;0.00;99.19
2022-12-04;Comores;8965;161;0;1.80;0.00;98.20
2022-12-04;Kazakhstan;1487167;19053;0;1.28;0.00;98.72
2022-12-04;Libéria;8022;294;0;3.66;0.00;96.34
2022-12-04;Maroc;1269345;16285;0;1.28;0.00;98.72
2022-12-04;Îles Marshall;15541;17;0;0.11;0.00;99.89
2022-12-04;Maldives;185618;311;0;0.17;0.00;99.83
2022-12-04;Nouvelle-Calédonie;76187;314;0;0.41;0.00;99.59
2022-12-04;Norvège;1469560;4439;0;0.30;0.00;99.70
2022-12-04;Panama;1002161;8526;0;0.85;0.00;99.15
2022-12-04;Pologne;6354402;118340;0;1.86;0.00;98.14
2022-12-04;Palaos;5785;7;0;0.12;0.00;99.88
2022-12-04;Russie;21311047;384327;0;1.80;0.00;98.20
2022-12-04;Suède;2632091;21127;0;0.80;0.00;99.20
2022-12-04;Sierra Leone;7759;126;0;1.62;0.00;98.38
2022-12-04;Sao Tomé-et-Principe;6278;77;0;1.23;0.00;98.77
2022-12-04;Taïwan;8369226;14478;0;0.17;0.00;99.83
2022-12-04;Uruguay;993875;7537;0;0.76;0.00;99.24
2022-12-04;Yémen;11945;2159;0;18.07;0.00;81.93
2022-12-04;Argentine;9739856;130034;0;1.34;0.00;98.66
2022-12-04;Azerbaïdjan;824499;9983;0;1.21;0.00;98.79
2022-12-04;Bulgarie;1287693;38050;0;2.95;0.00;97.05
2022-12-04;Brunéi Darussalam;257921;225;0;0.09;0.00;99.91
2022-12-04;Botswana;326633;2790;0;0.85;0.00;99.15
2022-12-04;République Centrafricaine;15311;113;0;0.74;0.00;99.26
2022-12-04;Cameroun;123993;1965;0;1.58;0.00;98.42
2022-12-04;Cap-vert;63078;412;0;0.65;0.00;99.35
2022-12-04;Djibouti;15690;189;0;1.20;0.00;98.80
2022-12-04;Estonie;609297;2790;0;0.46;0.00;99.54
2022-12-04;Finlande;1405255;7448;0;0.53;0.00;99.47
2022-12-04;Gabon;48973;306;0;0.62;0.00;99.38
2022-12-04;Ghana;171023;1461;0;0.85;0.00;99.15
2022-12-04;Guinée Équatoriale;17183;183;0;1.07;0.00;98.93
2022-12-04;Guyana;71650;1285;0;1.79;0.00;98.21
2022-12-04;Hongrie;2166352;48287;0;2.23;0.00;97.77
2022-12-04;Jamaïque;152517;3399;0;2.23;0.00;97.77
2022-12-04;Kiribati;3430;13;0;0.38;0.00;99.62
2022-12-04;Sri Lanka;671711;16805;0;2.50;0.00;97.50
2022-12-04;Libye;507084;6437;0;1.27;0.00;98.73
2022-12-04;Madagascar;67488;1413;0;2.09;0.00;97.91
2022-12-04;Macao;813;6;0;0.74;0.00;99.26
2022-12-04;Maurice;276456;1035;0;0.37;0.00;99.63
2022-12-04;Namibie;169946;4080;0;2.40;0.00;97.60
2022-12-04;Pays-Bas;8656774;23579;0;0.27;0.00;99.73
2022-12-04;Oman;399119;4628;0;1.16;0.00;98.84
2022-12-04;Pakistan;1575290;30632;0;1.94;0.00;98.06
2022-12-04;Portugal;5546290;25517;0;0.46;0.00;99.54
2022-12-04;Serbie;2425445;17404;0;0.72;0.00;99.28
2022-12-04;Soudan;63637;4990;0;7.84;0.00;92.16
2022-12-04;Slovaquie;2651038;20741;0;0.78;0.00;99.22
2022-12-04;Soudan du sud;18350;138;0;0.75;0.00;99.25
2022-12-04;Tchad;7646;194;0;2.54;0.00;97.46
2022-12-04;Timor-Leste;23354;138;0;0.59;0.00;99.41
2022-12-04;Tuvalu;2805;0;0;0.00;0.00;100.00
2022-12-04;États-Unis;98982537;1081618;0;1.09;0.00;98.91
2022-12-04;Kosovo;272213;3202;0;1.18;0.00;98.82
2022-12-04;Autres;721;15;0;2.08;0.00;97.92
2022-12-04;Antigua-et-Barbuda;9106;146;0;1.60;0.00;98.40
2022-12-04;Antarctique;11;0;0;0.00;0.00;100.00
2022-12-04;Burkina Faso;21631;387;0;1.79;0.00;98.21
2022-12-04;Rép. Dém. du Congo;94204;1455;0;1.54;0.00;98.46
2022-12-04;Chili;4937047;62571;0;1.27;0.00;98.73
2022-12-04;Cuba;1111434;8530;0;0.77;0.00;99.23
2022-12-04;Allemagne;36557861;158198;0;0.43;0.00;99.57
2022-12-04;Équateur;1011132;35940;0;3.55;0.00;96.45
2022-12-04;Éthiopie;494760;7572;0;1.53;0.00;98.47
2022-12-04;France;36962642;155534;0;0.42;0.00;99.58
2022-12-04;Guadeloupe;197918;995;0;0.50;0.00;99.50
2022-12-04;Guinée-Bissau;8848;176;0;1.99;0.00;98.01
2022-12-04;Haïti;33862;860;0;2.54;0.00;97.46
2022-12-04;Inde;44674842;530630;0;1.19;0.00;98.81
2022-12-04;Cambodge;138142;3056;0;2.21;0.00;97.79
2022-12-04;Koweït;662747;2570;0;0.39;0.00;99.61
2022-12-04;Liechtenstein;20984;87;0;0.41;0.00;99.59
2022-12-04;Lettonie;964959;6102;0;0.63;0.00;99.37
2022-12-04;Saint Martin;12058;63;0;0.52;0.00;99.48
2022-12-04;Mongolie;993372;2135;0;0.21;0.00;99.79
2022-12-04;Malte;115870;809;0;0.70;0.00;99.30
2022-12-04;Mozambique;230624;2226;0;0.97;0.00;99.03
2022-12-04;Nicaragua;15250;245;0;1.61;0.00;98.39
2022-12-04;Nouvelle-Zélande;1986172;2236;0;0.11;0.00;99.89
2022-12-04;Philippines;4041023;64725;0;1.60;0.00;98.40
2022-12-04;Palestine;703036;5708;0;0.81;0.00;99.19
2022-12-04;Roumanie;3296834;67276;0;2.04;0.00;97.96
2022-12-04;Seychelles;50068;171;0;0.34;0.00;99.66
2022-12-04;Suriname;81581;1393;0;1.71;0.00;98.29
2022-12-04;Trinité-et-Tobago;185377;4267;0;2.30;0.00;97.70
2022-12-04;Venezuela;547772;5829;0;1.06;0.00;98.94
2022-12-04;Samoa;15967;29;0;0.18;0.00;99.82
2022-12-04;Zimbabwe;259164;5620;0;2.17;0.00;97.83
2022-12-04;Afghanistan;206206;7834;0;3.80;0.00;96.20
2022-12-04;Angola;104676;1924;0;1.84;0.00;98.16
2022-12-04;Belgique;4639411;33061;0;0.71;0.00;99.29
2022-12-04;Saint Barthélemy;5348;6;0;0.11;0.00;99.89
2022-12-04;Bhoutan;62503;21;0;0.03;0.00;99.97
2022-12-04;République Tchèque;4561223;41904;0;0.92;0.00;99.08
2022-12-04;Algérie;271107;6881;0;2.54;0.00;97.46
2022-12-04;Espagne;13614807;116108;0;0.85;0.00;99.15
2022-12-04;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-12-04;Guyane Française;96389;411;0;0.43;0.00;99.57
2022-12-04;Guinée;38153;464;0;1.22;0.00;98.78
2022-12-04;Croatie;1254814;17348;0;1.38;0.00;98.62
2022-12-04;Italie;24488080;181733;0;0.74;0.00;99.26
2022-12-04;Kirghizistan;206530;2991;0;1.45;0.00;98.55
2022-12-04;Corée du Sud;27331250;30769;0;0.11;0.00;99.89
2022-12-04;Sainte-Lucie;29711;408;0;1.37;0.00;98.63
2022-12-04;Luxembourg;307290;1165;0;0.38;0.00;99.62
2022-12-04;Montenegro;283818;2790;0;0.98;0.00;99.02
2022-12-04;Birmanie;633318;19488;0;3.08;0.00;96.92
2022-12-04;Malaisie;5000332;36713;0;0.73;0.00;99.27
2022-12-04;Nigéria;266283;3155;0;1.18;0.00;98.82
2022-12-04;Papouasie-Nouvelle-Guinée;46247;668;0;1.44;0.00;98.56
2022-12-04;Réunion;481540;903;0;0.19;0.00;99.81
2022-12-04;Îles Salomon;24575;153;0;0.62;0.00;99.38
2022-12-04;Slovénie;1263487;6940;0;0.55;0.00;99.45
2022-12-04;Somalie;27286;1361;0;4.99;0.00;95.01
2022-12-04;Eswatini;73908;1422;0;1.92;0.00;98.08
2022-12-04;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-12-04;Turquie;16919638;101203;0;0.60;0.00;99.40
2022-12-04;Ouganda;169733;3630;0;2.14;0.00;97.86
2022-12-04;St-Vincent / Grenadines;9474;116;0;1.22;0.00;98.78
2022-12-04;Zambie;333746;4019;0;1.20;0.00;98.80
2022-12-04;Australie;10754429;16244;0;0.15;0.00;99.85
2022-12-04;Émirats Arabes Unis;1044778;2348;0;0.22;0.00;99.78
2022-12-04;Bangladesh;2036637;29434;0;1.45;0.00;98.55
2022-12-04;Bénin;27980;163;0;0.58;0.00;99.42
2022-12-04;Bahamas;37491;833;0;2.22;0.00;97.78
2022-12-04;Canada;4444912;48133;0;1.08;0.00;98.92
2022-12-04;Côte d'Ivoire;87888;830;0;0.94;0.00;99.06
2022-12-04;Costa Rica;1148914;9046;0;0.79;0.00;99.21
2022-12-04;Chypre;618248;1237;0;0.20;0.00;99.80
2022-12-04;République Dominicaine;650990;4384;0;0.67;0.00;99.33
2022-12-04;Érythrée;10189;103;0;1.01;0.00;98.99
2022-12-04;Géorgie;1806918;16888;0;0.93;0.00;99.07
2022-12-04;Gambie;12586;372;0;2.96;0.00;97.04
2022-12-04;Guatemala;1160002;19956;0;1.72;0.00;98.28
2022-12-04;Honduras;458921;11051;0;2.41;0.00;97.59
2022-12-04;Israël;4727313;11878;0;0.25;0.00;99.75
2022-12-04;Islande;207101;219;0;0.11;0.00;99.89
2022-12-04;Kenya;341924;5684;0;1.66;0.00;98.34
2022-12-04;Liban;1220714;10739;0;0.88;0.00;99.12
2022-12-04;Lituanie;1277545;9435;0;0.74;0.00;99.26
2022-12-04;Moldavie;595073;11918;0;2.00;0.00;98.00
2022-12-04;Mali;32760;742;0;2.26;0.00;97.74
2022-12-04;Mauritanie;63421;997;0;1.57;0.00;98.43
2022-12-04;Mexique;7132792;330525;0;4.63;0.00;95.37
2022-12-04;Nauru;4621;1;0;0.02;0.00;99.98
2022-12-04;Polynésie Française;77137;649;0;0.84;0.00;99.16
2022-12-04;Qatar;480630;685;0;0.14;0.00;99.86
2022-12-04;Arabie Saoudite;825773;9472;0;1.15;0.00;98.85
2022-12-04;Sénégal;88873;1968;0;2.21;0.00;97.79
2022-12-04;Syrie;57404;3163;0;5.51;0.00;94.49
2022-12-04;Thaïlande;4711528;33285;0;0.71;0.00;99.29
2022-12-04;Tonga;16182;12;0;0.07;0.00;99.93
2022-12-04;Ukraine;5647838;118490;0;2.10;0.00;97.90
2022-12-04;Vatican;29;0;0;0.00;0.00;100.00
2022-12-04;Vanuatu;11981;14;0;0.12;0.00;99.88
2022-12-04;Afrique du Sud;4042912;102464;0;2.53;0.00;97.47
2022-12-04;Andorre;47219;157;0;0.33;0.00;99.67
2022-12-04;Arménie;445737;8710;0;1.95;0.00;98.05
2022-12-04;Autriche;5576695;21232;0;0.38;0.00;99.62
2022-12-04;Barbade;104416;567;0;0.54;0.00;99.46
2022-12-04;Burundi;51018;38;0;0.07;0.00;99.93
2022-12-04;Brésil;35337546;690074;0;1.95;0.00;98.05
2022-12-04;Belize;69048;688;0;1.00;0.00;99.00
2022-12-04;Suisse;4337983;14137;0;0.33;0.00;99.67
2022-12-04;Colombie;6314107;141881;0;2.25;0.00;97.75
2022-12-04;Dominique;15760;74;0;0.47;0.00;99.53
2022-12-04;Grenade;19631;237;0;1.21;0.00;98.79
2022-12-04;Irlande;1680548;8197;0;0.49;0.00;99.51
2022-12-04;Iran;7559855;144640;0;1.91;0.00;98.09
2022-12-04;Japon;25242594;50352;0;0.20;0.00;99.80
2022-12-04;Saint-Kitts-et-Nevis;6556;46;0;0.70;0.00;99.30
2022-12-04;Laos;216843;758;0;0.35;0.00;99.65
2022-12-04;Lesotho;34490;706;0;2.05;0.00;97.95
2022-12-04;Monaco;15540;65;0;0.42;0.00;99.58
2022-12-04;Macédoine;344872;9570;0;2.77;0.00;97.23
2022-12-04;Martinique;224468;1071;0;0.48;0.00;99.52
2022-12-04;Malawi;88086;2685;0;3.05;0.00;96.95
2022-12-04;Niger;9434;314;0;3.33;0.00;96.67
2022-12-04;Népal;1000909;12019;0;1.20;0.00;98.80
2022-12-04;Pérou;4300576;217496;0;5.06;0.00;94.94
2022-12-04;Paraguay;777525;19630;0;2.52;0.00;97.48
2022-12-04;Rwanda;132762;1467;0;1.10;0.00;98.90
2022-12-04;Singapour;2172396;1705;0;0.08;0.00;99.92
2022-12-04;Saint-Marin;22167;119;0;0.54;0.00;99.46
2022-12-04;El Salvador;201785;4230;0;2.10;0.00;97.90
2022-12-04;Togo;39332;290;0;0.74;0.00;99.26
2022-12-04;Tunisie;1147072;29268;0;2.55;0.00;97.45
2022-12-04;Tanzanie;40656;845;0;2.08;0.00;97.92
2022-12-04;Ouzbékistan;246833;1637;0;0.66;0.00;99.34
2022-12-04;Viet Nam;11517722;43177;0;0.37;0.00;99.63
2022-12-04;Mayotte;41206;187;0;0.45;0.00;99.55
2022-12-03;Mayotte;41206;187;0;0.45;0.00;99.55
2022-12-03;Viet Nam;11517517;43177;0;0.37;0.00;99.63
2022-12-03;Ouzbékistan;246833;1637;0;0.66;0.00;99.34
2022-12-03;Tanzanie;40656;845;0;2.08;0.00;97.92
2022-12-03;Tunisie;1147072;29268;0;2.55;0.00;97.45
2022-12-03;Togo;39332;290;0;0.74;0.00;99.26
2022-12-03;El Salvador;201785;4230;0;2.10;0.00;97.90
2022-12-03;Saint-Marin;22167;119;0;0.54;0.00;99.46
2022-12-03;Singapour;2171550;1705;0;0.08;0.00;99.92
2022-12-03;Rwanda;132762;1467;0;1.10;0.00;98.90
2022-12-03;Paraguay;777525;19630;0;2.52;0.00;97.48
2022-12-03;Pérou;4291373;217470;0;5.07;0.00;94.93
2022-12-03;Népal;1000903;12019;0;1.20;0.00;98.80
2022-12-03;Niger;9434;314;0;3.33;0.00;96.67
2022-12-03;Malawi;88086;2685;0;3.05;0.00;96.95
2022-12-03;Martinique;224468;1071;0;0.48;0.00;99.52
2022-12-03;Macédoine;344872;9570;0;2.77;0.00;97.23
2022-12-03;Monaco;15540;65;0;0.42;0.00;99.58
2022-12-03;Lesotho;34490;706;0;2.05;0.00;97.95
2022-12-03;Laos;216824;758;0;0.35;0.00;99.65
2022-12-03;Saint-Kitts-et-Nevis;6556;46;0;0.70;0.00;99.30
2022-12-03;Japon;25153028;50201;0;0.20;0.00;99.80
2022-12-03;Iran;7559799;144637;0;1.91;0.00;98.09
2022-12-03;Irlande;1680548;8197;0;0.49;0.00;99.51
2022-12-03;Grenade;19631;237;0;1.21;0.00;98.79
2022-12-03;Dominique;15760;74;0;0.47;0.00;99.53
2022-12-03;Colombie;6314107;141881;0;2.25;0.00;97.75
2022-12-03;Suisse;4337983;14137;0;0.33;0.00;99.67
2022-12-03;Belize;69048;688;0;1.00;0.00;99.00
2022-12-03;Brésil;35337546;690074;0;1.95;0.00;98.05
2022-12-03;Burundi;51018;38;0;0.07;0.00;99.93
2022-12-03;Barbade;104416;567;0;0.54;0.00;99.46
2022-12-03;Autriche;5576700;21231;0;0.38;0.00;99.62
2022-12-03;Arménie;445737;8710;0;1.95;0.00;98.05
2022-12-03;Andorre;47219;157;0;0.33;0.00;99.67
2022-12-03;Afrique du Sud;4042769;102464;0;2.53;0.00;97.47
2022-12-03;Vanuatu;11981;14;0;0.12;0.00;99.88
2022-12-03;Vatican;29;0;0;0.00;0.00;100.00
2022-12-03;Ukraine;5647790;118490;0;2.10;0.00;97.90
2022-12-03;Tonga;16182;12;0;0.07;0.00;99.93
2022-12-03;Thaïlande;4707244;33180;0;0.70;0.00;99.30
2022-12-03;Syrie;57404;3163;0;5.51;0.00;94.49
2022-12-03;Sénégal;88873;1968;0;2.21;0.00;97.79
2022-12-03;Arabie Saoudite;825718;9471;0;1.15;0.00;98.85
2022-12-03;Qatar;480099;685;0;0.14;0.00;99.86
2022-12-03;Polynésie Française;77137;649;0;0.84;0.00;99.16
2022-12-03;Nauru;4621;1;0;0.02;0.00;99.98
2022-12-03;Mexique;7132792;330525;0;4.63;0.00;95.37
2022-12-03;Mauritanie;63421;997;0;1.57;0.00;98.43
2022-12-03;Mali;32760;742;0;2.26;0.00;97.74
2022-12-03;Moldavie;595073;11918;0;2.00;0.00;98.00
2022-12-03;Lituanie;1277475;9435;0;0.74;0.00;99.26
2022-12-03;Liban;1220714;10739;0;0.88;0.00;99.12
2022-12-03;Kenya;341886;5684;0;1.66;0.00;98.34
2022-12-03;Islande;207101;219;0;0.11;0.00;99.89
2022-12-03;Israël;4725997;11866;0;0.25;0.00;99.75
2022-12-03;Honduras;458921;11051;0;2.41;0.00;97.59
2022-12-03;Guatemala;1159705;19954;0;1.72;0.00;98.28
2022-12-03;Gambie;12586;372;0;2.96;0.00;97.04
2022-12-03;Géorgie;1806918;16888;0;0.93;0.00;99.07
2022-12-03;Érythrée;10189;103;0;1.01;0.00;98.99
2022-12-03;République Dominicaine;650990;4384;0;0.67;0.00;99.33
2022-12-03;Chypre;618248;1237;0;0.20;0.00;99.80
2022-12-03;Costa Rica;1148914;9046;0;0.79;0.00;99.21
2022-12-03;Côte d'Ivoire;87887;830;0;0.94;0.00;99.06
2022-12-03;Canada;4444912;48133;0;1.08;0.00;98.92
2022-12-03;Bahamas;37491;833;0;2.22;0.00;97.78
2022-12-03;Bénin;27980;163;0;0.58;0.00;99.42
2022-12-03;Bangladesh;2036622;29434;0;1.45;0.00;98.55
2022-12-03;Émirats Arabes Unis;1044704;2348;0;0.22;0.00;99.78
2022-12-03;Australie;10751318;16244;0;0.15;0.00;99.85
2022-12-03;Zambie;333746;4019;0;1.20;0.00;98.80
2022-12-03;St-Vincent / Grenadines;9474;116;0;1.22;0.00;98.78
2022-12-03;Ouganda;169733;3630;0;2.14;0.00;97.86
2022-12-03;Turquie;16919638;101203;0;0.60;0.00;99.40
2022-12-03;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-12-03;Eswatini;73770;1422;0;1.93;0.00;98.07
2022-12-03;Somalie;27286;1361;0;4.99;0.00;95.01
2022-12-03;Slovénie;1262996;6939;0;0.55;0.00;99.45
2022-12-03;Îles Salomon;24575;153;0;0.62;0.00;99.38
2022-12-03;Réunion;481540;903;0;0.19;0.00;99.81
2022-12-03;Papouasie-Nouvelle-Guinée;46247;668;0;1.44;0.00;98.56
2022-12-03;Nigéria;266283;3155;0;1.18;0.00;98.82
2022-12-03;Malaisie;4998830;36710;0;0.73;0.00;99.27
2022-12-03;Birmanie;633296;19488;0;3.08;0.00;96.92
2022-12-03;Montenegro;283799;2790;0;0.98;0.00;99.02
2022-12-03;Luxembourg;307290;1165;0;0.38;0.00;99.62
2022-12-03;Sainte-Lucie;29711;408;0;1.37;0.00;98.63
2022-12-03;Corée du Sud;27308090;30729;0;0.11;0.00;99.89
2022-12-03;Kirghizistan;206530;2991;0;1.45;0.00;98.55
2022-12-03;Italie;24488080;181733;0;0.74;0.00;99.26
2022-12-03;Croatie;1254644;17339;0;1.38;0.00;98.62
2022-12-03;Guinée;38153;464;0;1.22;0.00;98.78
2022-12-03;Guyane Française;96389;411;0;0.43;0.00;99.57
2022-12-03;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-12-03;Espagne;13614807;116108;0;0.85;0.00;99.15
2022-12-03;Algérie;271102;6881;0;2.54;0.00;97.46
2022-12-03;République Tchèque;4561031;41901;0;0.92;0.00;99.08
2022-12-03;Bhoutan;62503;21;0;0.03;0.00;99.97
2022-12-03;Saint Barthélemy;5348;6;0;0.11;0.00;99.89
2022-12-03;Belgique;4639411;33061;0;0.71;0.00;99.29
2022-12-03;Angola;104676;1924;0;1.84;0.00;98.16
2022-12-03;Afghanistan;206145;7834;0;3.80;0.00;96.20
2022-12-03;Zimbabwe;259164;5620;0;2.17;0.00;97.83
2022-12-03;Samoa;15967;29;0;0.18;0.00;99.82
2022-12-03;Venezuela;547772;5829;0;1.06;0.00;98.94
2022-12-03;Trinité-et-Tobago;185377;4267;0;2.30;0.00;97.70
2022-12-03;Suriname;81581;1393;0;1.71;0.00;98.29
2022-12-03;Seychelles;50068;171;0;0.34;0.00;99.66
2022-12-03;Roumanie;3296834;67276;0;2.04;0.00;97.96
2022-12-03;Palestine;703036;5708;0;0.81;0.00;99.19
2022-12-03;Philippines;4039978;64701;0;1.60;0.00;98.40
2022-12-03;Nouvelle-Zélande;1951670;2213;0;0.11;0.00;99.89
2022-12-03;Nicaragua;15250;245;0;1.61;0.00;98.39
2022-12-03;Mozambique;230624;2226;0;0.97;0.00;99.03
2022-12-03;Malte;115857;809;0;0.70;0.00;99.30
2022-12-03;Mongolie;993372;2135;0;0.21;0.00;99.79
2022-12-03;Saint Martin;12058;63;0;0.52;0.00;99.48
2022-12-03;Lettonie;964959;6102;0;0.63;0.00;99.37
2022-12-03;Liechtenstein;20984;87;0;0.41;0.00;99.59
2022-12-03;Koweït;662747;2570;0;0.39;0.00;99.61
2022-12-03;Cambodge;138131;3056;0;2.21;0.00;97.79
2022-12-03;Inde;44674616;530628;0;1.19;0.00;98.81
2022-12-03;Haïti;33862;860;0;2.54;0.00;97.46
2022-12-03;Guinée-Bissau;8848;176;0;1.99;0.00;98.01
2022-12-03;Guadeloupe;197918;995;0;0.50;0.00;99.50
2022-12-03;France;36962642;155534;0;0.42;0.00;99.58
2022-12-03;Éthiopie;494726;7572;0;1.53;0.00;98.47
2022-12-03;Équateur;1011132;35940;0;3.55;0.00;96.45
2022-12-03;Allemagne;36557861;158198;0;0.43;0.00;99.57
2022-12-03;Cuba;1111421;8530;0;0.77;0.00;99.23
2022-12-03;Chili;4933525;62543;0;1.27;0.00;98.73
2022-12-03;Rép. Dém. du Congo;94204;1455;0;1.54;0.00;98.46
2022-12-03;Burkina Faso;21631;387;0;1.79;0.00;98.21
2022-12-03;Antarctique;11;0;0;0.00;0.00;100.00
2022-12-03;Antigua-et-Barbuda;9106;146;0;1.60;0.00;98.40
2022-12-03;Autres;721;15;0;2.08;0.00;97.92
2022-12-03;Kosovo;272213;3202;0;1.18;0.00;98.82
2022-12-03;États-Unis;98978021;1081618;0;1.09;0.00;98.91
2022-12-03;Tuvalu;2805;0;0;0.00;0.00;100.00
2022-12-03;Timor-Leste;23354;138;0;0.59;0.00;99.41
2022-12-03;Tchad;7646;194;0;2.54;0.00;97.46
2022-12-03;Soudan du sud;18350;138;0;0.75;0.00;99.25
2022-12-03;Slovaquie;2650937;20740;0;0.78;0.00;99.22
2022-12-03;Soudan;63637;4990;0;7.84;0.00;92.16
2022-12-03;Serbie;2425077;17399;0;0.72;0.00;99.28
2022-12-03;Portugal;5546290;25517;0;0.46;0.00;99.54
2022-12-03;Pakistan;1575225;30632;0;1.94;0.00;98.06
2022-12-03;Oman;399119;4628;0;1.16;0.00;98.84
2022-12-03;Pays-Bas;8656774;23579;0;0.27;0.00;99.73
2022-12-03;Namibie;169946;4080;0;2.40;0.00;97.60
2022-12-03;Maurice;276456;1035;0;0.37;0.00;99.63
2022-12-03;Macao;810;6;0;0.74;0.00;99.26
2022-12-03;Madagascar;67259;1412;0;2.10;0.00;97.90
2022-12-03;Libye;507084;6437;0;1.27;0.00;98.73
2022-12-03;Sri Lanka;671703;16805;0;2.50;0.00;97.50
2022-12-03;Kiribati;3430;13;0;0.38;0.00;99.62
2022-12-03;Jamaïque;152517;3399;0;2.23;0.00;97.77
2022-12-03;Hongrie;2166352;48287;0;2.23;0.00;97.77
2022-12-03;Guyana;71642;1285;0;1.79;0.00;98.21
2022-12-03;Guinée Équatoriale;17183;183;0;1.07;0.00;98.93
2022-12-03;Ghana;171018;1461;0;0.85;0.00;99.15
2022-12-03;Gabon;48973;306;0;0.62;0.00;99.38
2022-12-03;Finlande;1405255;7448;0;0.53;0.00;99.47
