#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
-----------------------------------------------
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources
-----------------------------------------------
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2022-11-29;Sri Lanka;671671;16802;0;2.50;0.00;97.50
2022-11-29;Kiribati;3430;13;0;0.38;0.00;99.62
2022-11-29;Jamaïque;152517;3399;0;2.23;0.00;97.77
2022-11-29;Hongrie;2162093;48245;0;2.23;0.00;97.77
2022-11-29;Guyana;71603;1285;0;1.79;0.00;98.21
2022-11-29;Guinée Équatoriale;17183;183;0;1.07;0.00;98.93
2022-11-29;Ghana;171009;1461;0;0.85;0.00;99.15
2022-11-29;Gabon;48973;306;0;0.62;0.00;99.38
2022-11-29;Finlande;1394254;7265;0;0.52;0.00;99.48
2022-11-29;Estonie;609297;2790;0;0.46;0.00;99.54
2022-11-29;Djibouti;15690;189;0;1.20;0.00;98.80
2022-11-29;Cap-vert;63015;412;0;0.65;0.00;99.35
2022-11-29;Cameroun;123993;1965;0;1.58;0.00;98.42
2022-11-29;République Centrafricaine;15311;113;0;0.74;0.00;99.26
2022-11-29;Botswana;326373;2790;0;0.85;0.00;99.15
2022-11-29;Brunéi Darussalam;253406;225;0;0.09;0.00;99.91
2022-11-29;Bulgarie;1287035;38039;0;2.96;0.00;97.04
2022-11-29;Azerbaïdjan;824288;9978;0;1.21;0.00;98.79
2022-11-29;Argentine;9727247;130025;0;1.34;0.00;98.66
2022-11-29;Yémen;11945;2159;0;18.07;0.00;81.93
2022-11-29;Uruguay;993875;7537;0;0.76;0.00;99.24
2022-11-29;Taïwan;8295652;14297;0;0.17;0.00;99.83
2022-11-29;Sao Tomé-et-Principe;6278;77;0;1.23;0.00;98.77
2022-11-29;Sierra Leone;7759;126;0;1.62;0.00;98.38
2022-11-29;Suède;2626686;21034;0;0.80;0.00;99.20
2022-11-29;Russie;21278433;384044;0;1.80;0.00;98.20
2022-11-29;Palaos;5785;7;0;0.12;0.00;99.88
2022-11-29;Pologne;6352170;118313;0;1.86;0.00;98.14
2022-11-29;Panama;1002161;8526;0;0.85;0.00;99.15
2022-11-29;Norvège;1468876;4384;0;0.30;0.00;99.70
2022-11-29;Maldives;185618;311;0;0.17;0.00;99.83
2022-11-29;Nouvelle-Calédonie;76051;314;0;0.41;0.00;99.59
2022-11-29;Îles Marshall;15541;17;0;0.11;0.00;99.89
2022-11-29;Maroc;1268639;16284;0;1.28;0.00;98.72
2022-11-29;Libéria;8022;294;0;3.66;0.00;96.34
2022-11-29;Kazakhstan;1485635;19053;0;1.28;0.00;98.72
2022-11-29;Comores;8965;161;0;1.80;0.00;98.20
2022-11-29;Jordanie;1746997;14122;0;0.81;0.00;99.19
2022-11-29;Iraq;2463724;25364;0;1.03;0.00;98.97
2022-11-29;Indonésie;6659235;159789;0;2.40;0.00;97.60
2022-11-29;Hong-Kong;2109435;10731;0;0.51;0.00;99.49
2022-11-29;Grèce;5404690;34309;0;0.63;0.00;99.37
2022-11-29;Gibraltar;20184;110;0;0.54;0.00;99.46
2022-11-29;Royaume-Uni;24204579;212475;0;0.88;0.00;99.12
2022-11-29;Fidji;68375;878;0;1.28;0.00;98.72
2022-11-29;Égypte;515645;24798;0;4.81;0.00;95.19
2022-11-29;Danemark;3364577;7549;0;0.22;0.00;99.78
2022-11-29;Chine;1595756;5233;0;0.33;0.00;99.67
2022-11-29;Congo (Brazzaville);25375;386;0;1.52;0.00;98.48
2022-11-29;Bélarus;994037;7118;0;0.72;0.00;99.28
2022-11-29;Bolivie;1111086;22247;0;2.00;0.00;98.00
2022-11-29;Bahreïn;696198;1536;0;0.22;0.00;99.78
2022-11-29;Bosnie-Herzégovine;400529;16202;0;4.05;0.00;95.95
2022-11-29;Albanie;333338;3594;0;1.08;0.00;98.92
2022-11-28;Albanie;333330;3594;0;1.08;0.00;98.92
2022-11-28;Bosnie-Herzégovine;400501;16201;0;4.05;0.00;95.95
2022-11-28;Bahreïn;696061;1536;0;0.22;0.00;99.78
2022-11-28;Bolivie;1110766;22246;0;2.00;0.00;98.00
2022-11-28;Bélarus;994037;7118;0;0.72;0.00;99.28
2022-11-28;Congo (Brazzaville);25375;386;0;1.52;0.00;98.48
2022-11-28;Chine;1524446;5233;0;0.34;0.00;99.66
2022-11-28;Danemark;3363469;7545;0;0.22;0.00;99.78
2022-11-28;Égypte;515645;24798;0;4.81;0.00;95.19
2022-11-28;Fidji;68375;878;0;1.28;0.00;98.72
2022-11-28;Royaume-Uni;24204579;212523;0;0.88;0.00;99.12
2022-11-28;Gibraltar;20184;110;0;0.54;0.00;99.46
2022-11-28;Grèce;5360506;34178;0;0.64;0.00;99.36
2022-11-28;Hong-Kong;2101888;10718;0;0.51;0.00;99.49
2022-11-28;Indonésie;6653469;159735;0;2.40;0.00;97.60
2022-11-28;Iraq;2463724;25364;0;1.03;0.00;98.97
2022-11-28;Jordanie;1746997;14122;0;0.81;0.00;99.19
2022-11-28;Comores;8941;161;0;1.80;0.00;98.20
2022-11-28;Kazakhstan;1485635;19053;0;1.28;0.00;98.72
2022-11-28;Libéria;8014;294;0;3.67;0.00;96.33
2022-11-28;Maroc;1268440;16284;0;1.28;0.00;98.72
2022-11-28;Îles Marshall;15541;17;0;0.11;0.00;99.89
2022-11-28;Nouvelle-Calédonie;75258;314;0;0.42;0.00;99.58
2022-11-28;Maldives;185618;311;0;0.17;0.00;99.83
2022-11-28;Norvège;1468663;4384;0;0.30;0.00;99.70
2022-11-28;Panama;995726;8519;0;0.86;0.00;99.14
2022-11-28;Pologne;6351408;118306;0;1.86;0.00;98.14
2022-11-28;Palaos;5785;7;0;0.12;0.00;99.88
2022-11-28;Russie;21273541;383993;0;1.81;0.00;98.19
2022-11-28;Suède;2626686;21034;0;0.80;0.00;99.20
2022-11-28;Sierra Leone;7758;126;0;1.62;0.00;98.38
2022-11-28;Sao Tomé-et-Principe;6278;77;0;1.23;0.00;98.77
2022-11-28;Taïwan;8278371;14276;0;0.17;0.00;99.83
2022-11-28;Uruguay;993875;7537;0;0.76;0.00;99.24
2022-11-28;Yémen;11945;2159;0;18.07;0.00;81.93
2022-11-28;Argentine;9727247;130025;0;1.34;0.00;98.66
2022-11-28;Azerbaïdjan;824245;9976;0;1.21;0.00;98.79
2022-11-28;Bulgarie;1286872;38033;0;2.96;0.00;97.04
2022-11-28;Brunéi Darussalam;253406;225;0;0.09;0.00;99.91
2022-11-28;Botswana;326373;2790;0;0.85;0.00;99.15
2022-11-28;République Centrafricaine;15311;113;0;0.74;0.00;99.26
2022-11-28;Cameroun;123993;1965;0;1.58;0.00;98.42
2022-11-28;Cap-vert;62991;412;0;0.65;0.00;99.35
2022-11-28;Djibouti;15690;189;0;1.20;0.00;98.80
2022-11-28;Estonie;608796;2781;0;0.46;0.00;99.54
2022-11-28;Finlande;1394254;7265;0;0.52;0.00;99.48
2022-11-28;Gabon;48972;306;0;0.62;0.00;99.38
2022-11-28;Ghana;171009;1461;0;0.85;0.00;99.15
2022-11-28;Guinée Équatoriale;17182;183;0;1.07;0.00;98.93
2022-11-28;Guyana;71584;1285;0;1.80;0.00;98.20
2022-11-28;Hongrie;2162093;48245;0;2.23;0.00;97.77
2022-11-28;Jamaïque;152517;3399;0;2.23;0.00;97.77
2022-11-28;Kiribati;3430;13;0;0.38;0.00;99.62
2022-11-28;Sri Lanka;671651;16802;0;2.50;0.00;97.50
2022-11-28;Libye;507084;6437;0;1.27;0.00;98.73
2022-11-28;Madagascar;67054;1411;0;2.10;0.00;97.90
2022-11-28;Macao;797;6;0;0.75;0.00;99.25
2022-11-28;Maurice;271867;1034;0;0.38;0.00;99.62
2022-11-28;Namibie;169946;4080;0;2.40;0.00;97.60
2022-11-28;Pays-Bas;8650785;23566;0;0.27;0.00;99.73
2022-11-28;Oman;399119;4628;0;1.16;0.00;98.84
2022-11-28;Pakistan;1575146;30631;0;1.94;0.00;98.06
2022-11-28;Portugal;5542265;25450;0;0.46;0.00;99.54
2022-11-28;Serbie;2422181;17374;0;0.72;0.00;99.28
2022-11-28;Soudan;63637;4990;0;7.84;0.00;92.16
2022-11-28;Slovaquie;2649580;20729;0;0.78;0.00;99.22
2022-11-28;Soudan du sud;18348;138;0;0.75;0.00;99.25
2022-11-28;Tchad;7646;194;0;2.54;0.00;97.46
2022-11-28;Timor-Leste;23337;138;0;0.59;0.00;99.41
2022-11-28;Tuvalu;2805;0;0;0.00;0.00;100.00
2022-11-28;États-Unis;98633140;1079576;0;1.09;0.00;98.91
2022-11-28;Kosovo;272208;3202;0;1.18;0.00;98.82
2022-11-28;Autres;721;15;0;2.08;0.00;97.92
2022-11-28;Antigua-et-Barbuda;9106;146;0;1.60;0.00;98.40
2022-11-28;Antarctique;11;0;0;0.00;0.00;100.00
2022-11-28;Burkina Faso;21631;387;0;1.79;0.00;98.21
2022-11-28;Rép. Dém. du Congo;94204;1455;0;1.54;0.00;98.46
2022-11-28;Chili;4912805;62407;0;1.27;0.00;98.73
2022-11-28;Cuba;1111379;8530;0;0.77;0.00;99.23
2022-11-28;Allemagne;36419717;157657;0;0.43;0.00;99.57
2022-11-28;Équateur;1011132;35940;0;3.55;0.00;96.45
2022-11-28;Éthiopie;494520;7572;0;1.53;0.00;98.47
2022-11-28;France;36677740;155229;0;0.42;0.00;99.58
2022-11-28;Guadeloupe;197105;993;0;0.50;0.00;99.50
2022-11-28;Guinée-Bissau;8848;176;0;1.99;0.00;98.01
2022-11-28;Haïti;33846;860;0;2.54;0.00;97.46
2022-11-28;Inde;44673293;530615;0;1.19;0.00;98.81
2022-11-28;Cambodge;138073;3056;0;2.21;0.00;97.79
2022-11-28;Koweït;662672;2570;0;0.39;0.00;99.61
2022-11-28;Liechtenstein;20890;87;0;0.42;0.00;99.58
2022-11-28;Lettonie;962085;6087;0;0.63;0.00;99.37
2022-11-28;Saint Martin;12034;63;0;0.52;0.00;99.48
2022-11-28;Mongolie;992101;2134;0;0.22;0.00;99.78
2022-11-28;Malte;115775;809;0;0.70;0.00;99.30
2022-11-28;Mozambique;230590;2224;0;0.96;0.00;99.04
2022-11-28;Nicaragua;15232;245;0;1.61;0.00;98.39
2022-11-28;Nouvelle-Zélande;1951623;2213;0;0.11;0.00;99.89
2022-11-28;Philippines;4034658;64608;0;1.60;0.00;98.40
2022-11-28;Palestine;703036;5708;0;0.81;0.00;99.19
2022-11-28;Roumanie;3296834;67276;0;2.04;0.00;97.96
2022-11-28;Seychelles;49862;171;0;0.34;0.00;99.66
2022-11-28;Suriname;81228;1392;0;1.71;0.00;98.29
2022-11-28;Trinité-et-Tobago;185237;4266;0;2.30;0.00;97.70
2022-11-28;Venezuela;547351;5828;0;1.06;0.00;98.94
2022-11-28;Samoa;15967;29;0;0.18;0.00;99.82
2022-11-28;Zimbabwe;257893;5606;0;2.17;0.00;97.83
2022-11-28;Afghanistan;205802;7833;0;3.81;0.00;96.19
2022-11-28;Angola;104491;1923;0;1.84;0.00;98.16
2022-11-28;Belgique;4636264;33057;0;0.71;0.00;99.29
2022-11-28;Saint Barthélemy;5336;6;0;0.11;0.00;99.89
2022-11-28;Bhoutan;62488;21;0;0.03;0.00;99.97
2022-11-28;République Tchèque;4533848;41800;0;0.92;0.00;99.08
2022-11-28;Algérie;271079;6881;0;2.54;0.00;97.46
2022-11-28;Espagne;13595504;115901;0;0.85;0.00;99.15
2022-11-28;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-11-28;Guyane Française;95451;411;0;0.43;0.00;99.57
2022-11-28;Guinée;38153;464;0;1.22;0.00;98.78
2022-11-28;Croatie;1253087;17306;0;1.38;0.00;98.62
2022-11-28;Italie;24260660;181098;0;0.75;0.00;99.25
2022-11-28;Kirghizistan;206530;2991;0;1.45;0.00;98.55
2022-11-28;Corée du Sud;27031319;30454;0;0.11;0.00;99.89
2022-11-28;Sainte-Lucie;29692;408;0;1.37;0.00;98.63
2022-11-28;Luxembourg;306343;1158;0;0.38;0.00;99.62
2022-11-28;Montenegro;283663;2789;0;0.98;0.00;99.02
2022-11-28;Birmanie;633196;19488;0;3.08;0.00;96.92
2022-11-28;Malaisie;4988759;36657;0;0.73;0.00;99.27
2022-11-28;Nigéria;266283;3155;0;1.18;0.00;98.82
2022-11-28;Papouasie-Nouvelle-Guinée;45819;668;0;1.46;0.00;98.54
2022-11-28;Réunion;480323;902;0;0.19;0.00;99.81
2022-11-28;Îles Salomon;24575;153;0;0.62;0.00;99.38
2022-11-28;Slovénie;1254808;6930;0;0.55;0.00;99.45
2022-11-28;Somalie;27286;1361;0;4.99;0.00;95.01
2022-11-28;Eswatini;73770;1422;0;1.93;0.00;98.07
2022-11-28;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-11-28;Turquie;16919638;101203;0;0.60;0.00;99.40
2022-11-28;Ouganda;169663;3630;0;2.14;0.00;97.86
2022-11-28;St-Vincent / Grenadines;9462;116;0;1.23;0.00;98.77
2022-11-28;Zambie;333721;4019;0;1.20;0.00;98.80
2022-11-28;Australie;10653896;16119;0;0.15;0.00;99.85
2022-11-28;Émirats Arabes Unis;1044058;2348;0;0.22;0.00;99.78
2022-11-28;Bangladesh;2036556;29432;0;1.45;0.00;98.55
2022-11-28;Bénin;27922;163;0;0.58;0.00;99.42
2022-11-28;Bahamas;37476;833;0;2.22;0.00;97.78
2022-11-28;Canada;4430558;47923;0;1.08;0.00;98.92
2022-11-28;Côte d'Ivoire;87885;830;0;0.94;0.00;99.06
2022-11-28;Costa Rica;1143597;9031;0;0.79;0.00;99.21
2022-11-28;Chypre;614237;1226;0;0.20;0.00;99.80
2022-11-28;République Dominicaine;649834;4384;0;0.67;0.00;99.33
2022-11-28;Érythrée;10189;103;0;1.01;0.00;98.99
2022-11-28;Géorgie;1805698;16912;0;0.94;0.00;99.06
2022-11-28;Gambie;12586;372;0;2.96;0.00;97.04
2022-11-28;Guatemala;1154211;19949;0;1.73;0.00;98.27
2022-11-28;Honduras;458023;11043;0;2.41;0.00;97.59
2022-11-28;Israël;4718364;11845;0;0.25;0.00;99.75
2022-11-28;Islande;207101;219;0;0.11;0.00;99.89
2022-11-28;Kenya;341515;5684;0;1.66;0.00;98.34
2022-11-28;Liban;1220443;10736;0;0.88;0.00;99.12
2022-11-28;Lituanie;1274885;9432;0;0.74;0.00;99.26
2022-11-28;Moldavie;594754;11913;0;2.00;0.00;98.00
2022-11-28;Mali;32758;742;0;2.27;0.00;97.73
2022-11-28;Mauritanie;63420;997;0;1.57;0.00;98.43
2022-11-28;Mexique;7125176;330495;0;4.64;0.00;95.36
2022-11-28;Nauru;4621;1;0;0.02;0.00;99.98
2022-11-28;Polynésie Française;76899;649;0;0.84;0.00;99.16
2022-11-28;Qatar;478047;685;0;0.14;0.00;99.86
2022-11-28;Arabie Saoudite;825497;9459;0;1.15;0.00;98.85
2022-11-28;Sénégal;88859;1968;0;2.21;0.00;97.79
2022-11-28;Syrie;57396;3163;0;5.51;0.00;94.49
2022-11-28;Thaïlande;4707244;33180;0;0.70;0.00;99.30
2022-11-28;Tonga;16182;12;0;0.07;0.00;99.93
2022-11-28;Ukraine;5642564;118402;0;2.10;0.00;97.90
2022-11-28;Vatican;29;0;0;0.00;0.00;100.00
2022-11-28;Vanuatu;11981;14;0;0.12;0.00;99.88
2022-11-28;Afrique du Sud;4040980;102428;0;2.53;0.00;97.47
2022-11-28;Andorre;46824;156;0;0.33;0.00;99.67
2022-11-28;Arménie;445737;8710;0;1.95;0.00;98.05
2022-11-28;Autriche;5550575;21189;0;0.38;0.00;99.62
2022-11-28;Barbade;103955;564;0;0.54;0.00;99.46
2022-11-28;Burundi;50778;38;0;0.07;0.00;99.93
2022-11-28;Brésil;35149503;689442;0;1.96;0.00;98.04
2022-11-28;Belize;69048;688;0;1.00;0.00;99.00
2022-11-28;Suisse;4318881;14124;0;0.33;0.00;99.67
2022-11-28;Colombie;6312657;141881;0;2.25;0.00;97.75
2022-11-28;Dominique;15760;74;0;0.47;0.00;99.53
2022-11-28;Grenade;19616;237;0;1.21;0.00;98.79
2022-11-28;Irlande;1678827;8170;0;0.49;0.00;99.51
2022-11-28;Iran;7559634;144633;0;1.91;0.00;98.09
2022-11-28;Japon;24541816;49289;0;0.20;0.00;99.80
2022-11-28;Saint-Kitts-et-Nevis;6556;46;0;0.70;0.00;99.30
2022-11-28;Laos;216660;758;0;0.35;0.00;99.65
2022-11-28;Lesotho;34490;706;0;2.05;0.00;97.95
2022-11-28;Monaco;15339;65;0;0.42;0.00;99.58
2022-11-28;Macédoine;344710;9568;0;2.78;0.00;97.22
2022-11-28;Martinique;223877;1057;0;0.47;0.00;99.53
2022-11-28;Malawi;88083;2685;0;3.05;0.00;96.95
2022-11-28;Niger;9434;314;0;3.33;0.00;96.67
2022-11-28;Népal;1000884;12019;0;1.20;0.00;98.80
2022-11-28;Pérou;4229179;217386;0;5.14;0.00;94.86
2022-11-28;Paraguay;718164;19621;0;2.73;0.00;97.27
2022-11-28;Rwanda;132681;1467;0;1.11;0.00;98.89
2022-11-28;Singapour;2164689;1702;0;0.08;0.00;99.92
2022-11-28;Saint-Marin;22167;119;0;0.54;0.00;99.46
2022-11-28;El Salvador;201785;4230;0;2.10;0.00;97.90
2022-11-28;Togo;39328;290;0;0.74;0.00;99.26
2022-11-28;Tunisie;1146991;29268;0;2.55;0.00;97.45
2022-11-28;Tanzanie;40471;845;0;2.09;0.00;97.91
2022-11-28;Ouzbékistan;246248;1637;0;0.66;0.00;99.34
2022-11-28;Viet Nam;11514865;43170;0;0.37;0.00;99.63
2022-11-28;Mayotte;41176;187;0;0.45;0.00;99.55
2022-11-27;Mayotte;40612;187;0;0.46;0.00;99.54
2022-11-27;Viet Nam;11514532;43170;0;0.37;0.00;99.63
2022-11-27;Ouzbékistan;245858;1637;0;0.67;0.00;99.33
2022-11-27;Tanzanie;40471;845;0;2.09;0.00;97.91
2022-11-27;Tunisie;1146991;29268;0;2.55;0.00;97.45
2022-11-27;Togo;39328;290;0;0.74;0.00;99.26
2022-11-27;El Salvador;201785;4230;0;2.10;0.00;97.90
2022-11-27;Saint-Marin;22091;119;0;0.54;0.00;99.46
2022-11-27;Singapour;2163872;1702;0;0.08;0.00;99.92
2022-11-27;Rwanda;132681;1467;0;1.11;0.00;98.89
2022-11-27;Paraguay;718164;19621;0;2.73;0.00;97.27
2022-11-27;Pérou;4227446;217370;0;5.14;0.00;94.86
2022-11-27;Népal;1000878;12019;0;1.20;0.00;98.80
2022-11-27;Niger;9430;314;0;3.33;0.00;96.67
2022-11-27;Malawi;88073;2685;0;3.05;0.00;96.95
2022-11-27;Martinique;223877;1057;0;0.47;0.00;99.53
2022-11-27;Macédoine;344710;9568;0;2.78;0.00;97.22
2022-11-27;Monaco;15339;65;0;0.42;0.00;99.58
2022-11-27;Lesotho;34490;706;0;2.05;0.00;97.95
2022-11-27;Laos;216624;758;0;0.35;0.00;99.65
2022-11-27;Saint-Kitts-et-Nevis;6556;46;0;0.70;0.00;99.30
2022-11-27;Japon;24492699;49186;0;0.20;0.00;99.80
2022-11-27;Iran;7559589;144633;0;1.91;0.00;98.09
2022-11-27;Irlande;1678827;8170;0;0.49;0.00;99.51
2022-11-27;Grenade;19616;237;0;1.21;0.00;98.79
2022-11-27;Dominique;15760;74;0;0.47;0.00;99.53
2022-11-27;Colombie;6312657;141881;0;2.25;0.00;97.75
2022-11-27;Suisse;4318881;14116;0;0.33;0.00;99.67
2022-11-27;Belize;69012;688;0;1.00;0.00;99.00
2022-11-27;Brésil;35149503;689442;0;1.96;0.00;98.04
2022-11-27;Burundi;50778;38;0;0.07;0.00;99.93
2022-11-27;Barbade;103955;564;0;0.54;0.00;99.46
2022-11-27;Autriche;5547582;21187;0;0.38;0.00;99.62
2022-11-27;Arménie;445631;8709;0;1.95;0.00;98.05
2022-11-27;Andorre;46824;156;0;0.33;0.00;99.67
2022-11-27;Afrique du Sud;4040712;102428;0;2.53;0.00;97.47
2022-11-27;Vanuatu;11981;14;0;0.12;0.00;99.88
2022-11-27;Vatican;29;0;0;0.00;0.00;100.00
2022-11-27;Ukraine;5642496;118402;0;2.10;0.00;97.90
2022-11-27;Tonga;16182;12;0;0.07;0.00;99.93
2022-11-27;Thaïlande;4707244;33180;0;0.70;0.00;99.30
2022-11-27;Syrie;57393;3163;0;5.51;0.00;94.49
2022-11-27;Sénégal;88859;1968;0;2.21;0.00;97.79
2022-11-27;Arabie Saoudite;825436;9458;0;1.15;0.00;98.85
2022-11-27;Qatar;477680;685;0;0.14;0.00;99.86
2022-11-27;Polynésie Française;76827;649;0;0.84;0.00;99.16
2022-11-27;Nauru;4621;1;0;0.02;0.00;99.98
2022-11-27;Mexique;7125176;330495;0;4.64;0.00;95.36
2022-11-27;Mauritanie;63419;997;0;1.57;0.00;98.43
2022-11-27;Mali;32758;742;0;2.27;0.00;97.73
2022-11-27;Moldavie;594754;11913;0;2.00;0.00;98.00
2022-11-27;Lituanie;1274862;9429;0;0.74;0.00;99.26
2022-11-27;Liban;1220385;10734;0;0.88;0.00;99.12
2022-11-27;Kenya;341496;5684;0;1.66;0.00;98.34
2022-11-27;Islande;206803;219;0;0.11;0.00;99.89
2022-11-27;Israël;4716281;11834;0;0.25;0.00;99.75
2022-11-27;Honduras;457676;11043;0;2.41;0.00;97.59
2022-11-27;Guatemala;1153985;19948;0;1.73;0.00;98.27
2022-11-27;Gambie;12586;372;0;2.96;0.00;97.04
2022-11-27;Géorgie;1805698;16912;0;0.94;0.00;99.06
2022-11-27;Érythrée;10189;103;0;1.01;0.00;98.99
2022-11-27;République Dominicaine;649834;4384;0;0.67;0.00;99.33
2022-11-27;Chypre;614237;1226;0;0.20;0.00;99.80
2022-11-27;Costa Rica;1143597;9031;0;0.79;0.00;99.21
2022-11-27;Côte d'Ivoire;87885;830;0;0.94;0.00;99.06
2022-11-27;Canada;4428546;47862;0;1.08;0.00;98.92
2022-11-27;Bahamas;37476;833;0;2.22;0.00;97.78
2022-11-27;Bénin;27922;163;0;0.58;0.00;99.42
2022-11-27;Bangladesh;2036527;29431;0;1.45;0.00;98.55
2022-11-27;Émirats Arabes Unis;1043931;2348;0;0.22;0.00;99.78
2022-11-27;Australie;10649747;16100;0;0.15;0.00;99.85
2022-11-27;Zambie;333721;4019;0;1.20;0.00;98.80
2022-11-27;St-Vincent / Grenadines;9462;116;0;1.23;0.00;98.77
2022-11-27;Ouganda;169663;3630;0;2.14;0.00;97.86
2022-11-27;Turquie;16919638;101203;0;0.60;0.00;99.40
2022-11-27;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-11-27;Eswatini;73770;1422;0;1.93;0.00;98.07
2022-11-27;Somalie;27286;1361;0;4.99;0.00;95.01
2022-11-27;Slovénie;1254384;6928;0;0.55;0.00;99.45
2022-11-27;Îles Salomon;24575;153;0;0.62;0.00;99.38
2022-11-27;Réunion;479430;902;0;0.19;0.00;99.81
2022-11-27;Papouasie-Nouvelle-Guinée;45819;668;0;1.46;0.00;98.54
2022-11-27;Nigéria;266283;3155;0;1.18;0.00;98.82
2022-11-27;Malaisie;4986294;36652;0;0.74;0.00;99.26
2022-11-27;Birmanie;633167;19488;0;3.08;0.00;96.92
2022-11-27;Montenegro;283644;2789;0;0.98;0.00;99.02
2022-11-27;Luxembourg;306139;1158;0;0.38;0.00;99.62
2022-11-27;Sainte-Lucie;29692;408;0;1.37;0.00;98.63
2022-11-27;Corée du Sud;26959843;30413;0;0.11;0.00;99.89
2022-11-27;Kirghizistan;206511;2991;0;1.45;0.00;98.55
2022-11-27;Italie;24260660;181098;0;0.75;0.00;99.25
2022-11-27;Croatie;1253067;17298;0;1.38;0.00;98.62
2022-11-27;Guinée;38153;464;0;1.22;0.00;98.78
2022-11-27;Guyane Française;95451;411;0;0.43;0.00;99.57
2022-11-27;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-11-27;Espagne;13595504;115901;0;0.85;0.00;99.15
2022-11-27;Algérie;271061;6881;0;2.54;0.00;97.46
2022-11-27;République Tchèque;4533753;41799;0;0.92;0.00;99.08
2022-11-27;Bhoutan;62488;21;0;0.03;0.00;99.97
2022-11-27;Saint Barthélemy;5336;6;0;0.11;0.00;99.89
2022-11-27;Belgique;4633112;33042;0;0.71;0.00;99.29
2022-11-27;Angola;104491;1923;0;1.84;0.00;98.16
2022-11-27;Afghanistan;205612;7833;0;3.81;0.00;96.19
2022-11-27;Zimbabwe;257893;5606;0;2.17;0.00;97.83
2022-11-27;Samoa;15967;29;0;0.18;0.00;99.82
2022-11-27;Venezuela;547351;5828;0;1.06;0.00;98.94
2022-11-27;Trinité-et-Tobago;185237;4266;0;2.30;0.00;97.70
2022-11-27;Suriname;81228;1392;0;1.71;0.00;98.29
2022-11-27;Seychelles;49862;171;0;0.34;0.00;99.66
2022-11-27;Roumanie;3294447;67253;0;2.04;0.00;97.96
2022-11-27;Palestine;703036;5708;0;0.81;0.00;99.19
2022-11-27;Philippines;4033682;64594;0;1.60;0.00;98.40
2022-11-27;Nouvelle-Zélande;1951614;2213;0;0.11;0.00;99.89
2022-11-27;Nicaragua;15232;245;0;1.61;0.00;98.39
2022-11-27;Mozambique;230590;2224;0;0.96;0.00;99.04
2022-11-27;Malte;115769;809;0;0.70;0.00;99.30
2022-11-27;Mongolie;991824;2134;0;0.22;0.00;99.78
2022-11-27;Saint Martin;12034;63;0;0.52;0.00;99.48
2022-11-27;Lettonie;962085;6087;0;0.63;0.00;99.37
2022-11-27;Liechtenstein;20874;87;0;0.42;0.00;99.58
2022-11-27;Koweït;662672;2570;0;0.39;0.00;99.61
2022-11-27;Cambodge;138063;3056;0;2.21;0.00;97.79
2022-11-27;Inde;44673078;530614;0;1.19;0.00;98.81
2022-11-27;Haïti;33846;860;0;2.54;0.00;97.46
2022-11-27;Guinée-Bissau;8848;176;0;1.99;0.00;98.01
2022-11-27;Guadeloupe;197105;993;0;0.50;0.00;99.50
2022-11-27;France;36583887;155097;0;0.42;0.00;99.58
2022-11-27;Éthiopie;494497;7572;0;1.53;0.00;98.47
2022-11-27;Équateur;1009958;35940;0;3.56;0.00;96.44
2022-11-27;Allemagne;36373165;157495;0;0.43;0.00;99.57
2022-11-27;Cuba;1111375;8530;0;0.77;0.00;99.23
2022-11-27;Chili;4909878;62377;0;1.27;0.00;98.73
2022-11-27;Rép. Dém. du Congo;93837;1452;0;1.55;0.00;98.45
2022-11-27;Burkina Faso;21631;387;0;1.79;0.00;98.21
2022-11-27;Antarctique;11;0;0;0.00;0.00;100.00
2022-11-27;Antigua-et-Barbuda;9106;146;0;1.60;0.00;98.40
2022-11-27;Autres;721;15;0;2.08;0.00;97.92
2022-11-27;Kosovo;272208;3202;0;1.18;0.00;98.82
2022-11-27;États-Unis;98573468;1079296;0;1.09;0.00;98.91
2022-11-27;Tuvalu;2828;0;0;0.00;0.00;100.00
2022-11-27;Timor-Leste;23337;138;0;0.59;0.00;99.41
2022-11-27;Tchad;7641;194;0;2.54;0.00;97.46
2022-11-27;Soudan du sud;18348;138;0;0.75;0.00;99.25
